unit,sex,age,region,year,value
YR,F,Y73,UK,2004,13.5
YR,F,Y74,UK,2004,12.8
YR,F,Y75,UK,2004,12.1
YR,F,Y76,UK,2004,11.4
YR,F,Y77,UK,2004,10.8
YR,F,Y78,UK,2004,10.2
YR,F,Y79,UK,2004,9.6
YR,F,Y8,UK,2004,73.6
YR,F,Y80,UK,2004,9.0
YR,F,Y81,UK,2004,8.4
YR,F,Y82,UK,2004,7.9
YR,F,Y83,UK,2004,7.4
YR,F,Y84,UK,2004,6.9
YR,F,Y9,UK,2004,72.6
YR,F,Y_GE85,UK,2004,6.5
YR,F,Y_LT1,UK,2004,81.1
YR,M,Y1,UK,2004,76.2
YR,M,Y10,UK,2004,67.3
YR,M,Y11,UK,2004,66.3
YR,M,Y12,UK,2004,65.3
YR,M,Y13,UK,2004,64.3
YR,M,Y14,UK,2004,63.3
YR,M,Y15,UK,2004,62.3
YR,M,Y16,UK,2004,61.4
YR,M,Y17,UK,2004,60.4
YR,M,Y18,UK,2004,59.4
YR,M,Y19,UK,2004,58.4
YR,M,Y2,UK,2004,75.2
YR,M,Y20,UK,2004,57.5
YR,M,Y21,UK,2004,56.5
YR,M,Y22,UK,2004,55.6
YR,M,Y23,UK,2004,54.6
YR,M,Y24,UK,2004,53.6
YR,M,Y25,UK,2004,52.7
YR,M,Y26,UK,2004,51.7
YR,M,Y27,UK,2004,50.8
YR,M,Y28,UK,2004,49.8
YR,M,Y29,UK,2004,48.8
YR,M,Y3,UK,2004,74.2
YR,M,Y30,UK,2004,47.9
YR,M,Y31,UK,2004,46.9
YR,M,Y32,UK,2004,46.0
YR,M,Y33,UK,2004,45.0
YR,M,Y34,UK,2004,44.1
YR,M,Y35,UK,2004,43.1
YR,M,Y36,UK,2004,42.2
YR,M,Y37,UK,2004,41.2
YR,M,Y38,UK,2004,40.3
YR,M,Y39,UK,2004,39.3
YR,M,Y4,UK,2004,73.3
YR,M,Y40,UK,2004,38.4
YR,M,Y41,UK,2004,37.4
YR,M,Y42,UK,2004,36.5
YR,M,Y43,UK,2004,35.6
YR,M,Y44,UK,2004,34.6
YR,M,Y45,UK,2004,33.7
YR,M,Y46,UK,2004,32.8
YR,M,Y47,UK,2004,31.9
YR,M,Y48,UK,2004,31.0
YR,M,Y49,UK,2004,30.1
YR,M,Y5,UK,2004,72.3
YR,M,Y50,UK,2004,29.2
YR,M,Y51,UK,2004,28.3
YR,M,Y52,UK,2004,27.4
YR,M,Y53,UK,2004,26.5
YR,M,Y54,UK,2004,25.7
YR,M,Y55,UK,2004,24.8
YR,M,Y56,UK,2004,23.9
YR,M,Y57,UK,2004,23.1
YR,M,Y58,UK,2004,22.3
YR,M,Y59,UK,2004,21.4
YR,M,Y6,UK,2004,71.3
YR,M,Y60,UK,2004,20.6
YR,M,Y61,UK,2004,19.8
YR,M,Y62,UK,2004,19.0
YR,M,Y63,UK,2004,18.3
YR,M,Y64,UK,2004,17.5
YR,M,Y65,UK,2004,16.7
YR,M,Y66,UK,2004,16.0
YR,M,Y67,UK,2004,15.3
YR,M,Y68,UK,2004,14.6
YR,M,Y69,UK,2004,13.9
YR,M,Y7,UK,2004,70.3
YR,M,Y70,UK,2004,13.2
YR,M,Y71,UK,2004,12.6
YR,M,Y72,UK,2004,11.9
YR,M,Y73,UK,2004,11.3
YR,M,Y74,UK,2004,10.7
YR,M,Y75,UK,2004,10.1
YR,M,Y76,UK,2004,9.6
YR,M,Y77,UK,2004,9.0
YR,M,Y78,UK,2004,8.5
YR,M,Y79,UK,2004,8.0
YR,M,Y8,UK,2004,69.3
YR,M,Y80,UK,2004,7.6
YR,M,Y81,UK,2004,7.1
YR,M,Y82,UK,2004,6.7
YR,M,Y83,UK,2004,6.3
YR,M,Y84,UK,2004,5.9
YR,M,Y9,UK,2004,68.3
YR,M,Y_GE85,UK,2004,5.7
YR,M,Y_LT1,UK,2004,76.8
YR,T,Y1,UK,2004,78.4
YR,T,Y10,UK,2004,69.5
YR,T,Y11,UK,2004,68.5
YR,T,Y12,UK,2004,67.5
YR,T,Y13,UK,2004,66.5
YR,T,Y14,UK,2004,65.5
YR,T,Y15,UK,2004,64.6
YR,T,Y16,UK,2004,63.6
YR,T,Y17,UK,2004,62.6
YR,T,Y18,UK,2004,61.6
YR,T,Y19,UK,2004,60.6
YR,T,Y2,UK,2004,77.4
YR,T,Y20,UK,2004,59.7
YR,T,Y21,UK,2004,58.7
YR,T,Y22,UK,2004,57.7
YR,T,Y23,UK,2004,56.7
YR,T,Y24,UK,2004,55.8
YR,T,Y25,UK,2004,54.8
YR,T,Y26,UK,2004,53.8
YR,T,Y27,UK,2004,52.9
YR,T,Y28,UK,2004,51.9
YR,T,Y29,UK,2004,50.9
YR,T,Y3,UK,2004,76.5
YR,T,Y30,UK,2004,50.0
YR,T,Y31,UK,2004,49.0
YR,T,Y32,UK,2004,48.0
YR,T,Y33,UK,2004,47.1
YR,T,Y34,UK,2004,46.1
YR,T,Y35,UK,2004,45.1
YR,T,Y36,UK,2004,44.2
YR,T,Y37,UK,2004,43.2
YR,T,Y38,UK,2004,42.3
YR,T,Y39,UK,2004,41.3
YR,T,Y4,UK,2004,75.5
YR,T,Y40,UK,2004,40.4
YR,T,Y41,UK,2004,39.4
YR,T,Y42,UK,2004,38.5
YR,T,Y43,UK,2004,37.5
YR,T,Y44,UK,2004,36.6
YR,T,Y45,UK,2004,35.6
YR,T,Y46,UK,2004,34.7
YR,T,Y47,UK,2004,33.8
YR,T,Y48,UK,2004,32.9
YR,T,Y49,UK,2004,32.0
YR,T,Y5,UK,2004,74.5
YR,T,Y50,UK,2004,31.0
YR,T,Y51,UK,2004,30.1
YR,T,Y52,UK,2004,29.3
YR,T,Y53,UK,2004,28.4
YR,T,Y54,UK,2004,27.5
YR,T,Y55,UK,2004,26.6
YR,T,Y56,UK,2004,25.7
YR,T,Y57,UK,2004,24.9
YR,T,Y58,UK,2004,24.0
YR,T,Y59,UK,2004,23.1
YR,T,Y6,UK,2004,73.5
YR,T,Y60,UK,2004,22.3
YR,T,Y61,UK,2004,21.5
YR,T,Y62,UK,2004,20.7
YR,T,Y63,UK,2004,19.9
YR,T,Y64,UK,2004,19.1
YR,T,Y65,UK,2004,18.3
YR,T,Y66,UK,2004,17.5
YR,T,Y67,UK,2004,16.8
YR,T,Y68,UK,2004,16.0
YR,T,Y69,UK,2004,15.3
YR,T,Y7,UK,2004,72.5
YR,T,Y70,UK,2004,14.6
YR,T,Y71,UK,2004,13.9
YR,T,Y72,UK,2004,13.2
YR,T,Y73,UK,2004,12.5
YR,T,Y74,UK,2004,11.9
YR,T,Y75,UK,2004,11.3
YR,T,Y76,UK,2004,10.7
YR,T,Y77,UK,2004,10.1
YR,T,Y78,UK,2004,9.5
YR,T,Y79,UK,2004,9.0
YR,T,Y8,UK,2004,71.5
YR,T,Y80,UK,2004,8.5
YR,T,Y81,UK,2004,8.0
YR,T,Y82,UK,2004,7.5
YR,T,Y83,UK,2004,7.0
YR,T,Y84,UK,2004,6.6
YR,T,Y9,UK,2004,70.5
YR,T,Y_GE85,UK,2004,6.2
YR,T,Y_LT1,UK,2004,79.0
YR,F,Y1,UK,2003,79.9
YR,F,Y10,UK,2003,71.0
YR,F,Y11,UK,2003,70.0
YR,F,Y12,UK,2003,69.0
YR,F,Y13,UK,2003,68.0
YR,F,Y14,UK,2003,67.0
YR,F,Y15,UK,2003,66.1
YR,F,Y16,UK,2003,65.1
YR,F,Y17,UK,2003,64.1
YR,F,Y18,UK,2003,63.1
YR,F,Y19,UK,2003,62.1
YR,F,Y2,UK,2003,78.9
YR,F,Y20,UK,2003,61.1
YR,F,Y21,UK,2003,60.1
YR,F,Y22,UK,2003,59.2
YR,F,Y23,UK,2003,58.2
YR,F,Y24,UK,2003,57.2
YR,F,Y25,UK,2003,56.2
YR,F,Y26,UK,2003,55.2
YR,F,Y27,UK,2003,54.2
YR,F,Y28,UK,2003,53.3
YR,F,Y29,UK,2003,52.3
YR,F,Y3,UK,2003,78.0
YR,F,Y30,UK,2003,51.3
YR,F,Y31,UK,2003,50.3
YR,F,Y32,UK,2003,49.4
YR,F,Y33,UK,2003,48.4
YR,F,Y34,UK,2003,47.4
YR,F,Y35,UK,2003,46.4
YR,F,Y36,UK,2003,45.5
YR,F,Y37,UK,2003,44.5
YR,F,Y38,UK,2003,43.5
YR,F,Y39,UK,2003,42.6
YR,F,Y4,UK,2003,77.0
YR,F,Y40,UK,2003,41.6
YR,F,Y41,UK,2003,40.6
YR,F,Y42,UK,2003,39.7
YR,F,Y43,UK,2003,38.7
YR,F,Y44,UK,2003,37.8
YR,F,Y45,UK,2003,36.8
YR,F,Y46,UK,2003,35.9
YR,F,Y47,UK,2003,35.0
YR,F,Y48,UK,2003,34.0
YR,F,Y49,UK,2003,33.1
YR,F,Y5,UK,2003,76.0
YR,F,Y50,UK,2003,32.2
YR,F,Y51,UK,2003,31.3
YR,F,Y52,UK,2003,30.4
YR,F,Y53,UK,2003,29.4
YR,F,Y54,UK,2003,28.5
YR,F,Y55,UK,2003,27.6
YR,F,Y56,UK,2003,26.8
YR,F,Y57,UK,2003,25.9
YR,F,Y58,UK,2003,25.0
YR,F,Y59,UK,2003,24.1
YR,F,Y6,UK,2003,75.0
YR,F,Y60,UK,2003,23.3
YR,F,Y61,UK,2003,22.4
YR,F,Y62,UK,2003,21.6
YR,F,Y63,UK,2003,20.7
YR,F,Y64,UK,2003,19.9
YR,F,Y65,UK,2003,19.1
YR,F,Y66,UK,2003,18.3
YR,F,Y67,UK,2003,17.5
YR,F,Y68,UK,2003,16.7
YR,F,Y69,UK,2003,15.9
YR,F,Y7,UK,2003,74.0
YR,F,Y70,UK,2003,15.2
YR,F,Y71,UK,2003,14.4
YR,F,Y72,UK,2003,13.7
YR,F,Y73,UK,2003,13.0
YR,F,Y74,UK,2003,12.3
YR,F,Y75,UK,2003,11.6
YR,F,Y76,UK,2003,11.0
YR,F,Y77,UK,2003,10.3
YR,F,Y78,UK,2003,9.7
YR,F,Y79,UK,2003,9.1
YR,F,Y8,UK,2003,73.0
YR,F,Y80,UK,2003,8.6
YR,F,Y81,UK,2003,8.0
YR,F,Y82,UK,2003,7.5
YR,F,Y83,UK,2003,7.0
YR,F,Y84,UK,2003,6.5
YR,F,Y9,UK,2003,72.0
YR,F,Y_GE85,UK,2003,6.0
YR,F,Y_LT1,UK,2003,80.5
YR,M,Y1,UK,2003,75.6
YR,M,Y10,UK,2003,66.7
YR,M,Y11,UK,2003,65.7
YR,M,Y12,UK,2003,64.7
YR,M,Y13,UK,2003,63.7
YR,M,Y14,UK,2003,62.7
YR,M,Y15,UK,2003,61.8
YR,M,Y16,UK,2003,60.8
YR,M,Y17,UK,2003,59.8
YR,M,Y18,UK,2003,58.8
YR,M,Y19,UK,2003,57.9
YR,M,Y2,UK,2003,74.6
YR,M,Y20,UK,2003,56.9
YR,M,Y21,UK,2003,56.0
YR,M,Y22,UK,2003,55.0
YR,M,Y23,UK,2003,54.0
YR,M,Y24,UK,2003,53.1
YR,M,Y25,UK,2003,52.1
YR,M,Y26,UK,2003,51.2
YR,M,Y27,UK,2003,50.2
YR,M,Y28,UK,2003,49.2
YR,M,Y29,UK,2003,48.3
YR,M,Y3,UK,2003,73.6
YR,M,Y30,UK,2003,47.3
YR,M,Y31,UK,2003,46.4
YR,M,Y32,UK,2003,45.4
YR,M,Y33,UK,2003,44.5
YR,M,Y34,UK,2003,43.5
YR,M,Y35,UK,2003,42.6
YR,M,Y36,UK,2003,41.6
YR,M,Y37,UK,2003,40.7
YR,M,Y38,UK,2003,39.7
YR,M,Y39,UK,2003,38.8
YR,M,Y4,UK,2003,72.7
YR,M,Y40,UK,2003,37.8
YR,M,Y41,UK,2003,36.9
YR,M,Y42,UK,2003,36.0
YR,M,Y43,UK,2003,35.0
YR,M,Y44,UK,2003,34.1
YR,M,Y45,UK,2003,33.2
YR,M,Y46,UK,2003,32.3
YR,M,Y47,UK,2003,31.3
YR,M,Y48,UK,2003,30.4
YR,M,Y49,UK,2003,29.5
YR,M,Y5,UK,2003,71.7
YR,M,Y50,UK,2003,28.6
YR,M,Y51,UK,2003,27.8
YR,M,Y52,UK,2003,26.9
YR,M,Y53,UK,2003,26.0
YR,M,Y54,UK,2003,25.1
YR,M,Y55,UK,2003,24.3
YR,M,Y56,UK,2003,23.4
YR,M,Y57,UK,2003,22.6
YR,M,Y58,UK,2003,21.7
YR,M,Y59,UK,2003,20.9
YR,M,Y6,UK,2003,70.7
YR,M,Y60,UK,2003,20.1
YR,M,Y61,UK,2003,19.3
YR,M,Y62,UK,2003,18.5
YR,M,Y63,UK,2003,17.8
YR,M,Y64,UK,2003,17.0
YR,M,Y65,UK,2003,16.3
YR,M,Y66,UK,2003,15.5
YR,M,Y67,UK,2003,14.8
YR,M,Y68,UK,2003,14.1
YR,M,Y69,UK,2003,13.4
YR,M,Y7,UK,2003,69.7
YR,M,Y70,UK,2003,12.8
YR,M,Y71,UK,2003,12.1
YR,M,Y72,UK,2003,11.5
YR,M,Y73,UK,2003,10.9
YR,M,Y74,UK,2003,10.3
YR,M,Y75,UK,2003,9.7
YR,M,Y76,UK,2003,9.2
YR,M,Y77,UK,2003,8.6
YR,M,Y78,UK,2003,8.1
YR,M,Y79,UK,2003,7.6
YR,M,Y8,UK,2003,68.7
YR,M,Y80,UK,2003,7.2
YR,M,Y81,UK,2003,6.8
YR,M,Y82,UK,2003,6.3
YR,M,Y83,UK,2003,6.0
YR,M,Y84,UK,2003,5.6
YR,M,Y9,UK,2003,67.7
YR,M,Y_GE85,UK,2003,5.2
YR,M,Y_LT1,UK,2003,76.2
YR,T,Y1,UK,2003,77.8
YR,T,Y10,UK,2003,68.9
YR,T,Y11,UK,2003,67.9
YR,T,Y12,UK,2003,66.9
YR,T,Y13,UK,2003,65.9
YR,T,Y14,UK,2003,65.0
YR,T,Y15,UK,2003,64.0
YR,T,Y16,UK,2003,63.0
YR,T,Y17,UK,2003,62.0
YR,T,Y18,UK,2003,61.0
YR,T,Y19,UK,2003,60.1
YR,T,Y2,UK,2003,76.8
YR,T,Y20,UK,2003,59.1
YR,T,Y21,UK,2003,58.1
YR,T,Y22,UK,2003,57.1
YR,T,Y23,UK,2003,56.2
YR,T,Y24,UK,2003,55.2
YR,T,Y25,UK,2003,54.2
YR,T,Y26,UK,2003,53.3
YR,T,Y27,UK,2003,52.3
YR,T,Y28,UK,2003,51.3
YR,T,Y29,UK,2003,50.3
YR,T,Y3,UK,2003,75.9
YR,T,Y30,UK,2003,49.4
YR,T,Y31,UK,2003,48.4
YR,T,Y32,UK,2003,47.5
YR,T,Y33,UK,2003,46.5
YR,T,Y34,UK,2003,45.5
YR,T,Y35,UK,2003,44.6
YR,T,Y36,UK,2003,43.6
YR,T,Y37,UK,2003,42.6
YR,T,Y38,UK,2003,41.7
YR,T,Y39,UK,2003,40.7
YR,T,Y4,UK,2003,74.9
YR,T,Y40,UK,2003,39.8
YR,T,Y41,UK,2003,38.8
YR,T,Y42,UK,2003,37.9
YR,T,Y43,UK,2003,36.9
YR,T,Y44,UK,2003,36.0
YR,T,Y45,UK,2003,35.1
YR,T,Y46,UK,2003,34.1
YR,T,Y47,UK,2003,33.2
YR,T,Y48,UK,2003,32.3
YR,T,Y49,UK,2003,31.4
YR,T,Y5,UK,2003,73.9
YR,T,Y50,UK,2003,30.5
YR,T,Y51,UK,2003,29.6
YR,T,Y52,UK,2003,28.7
YR,T,Y53,UK,2003,27.8
YR,T,Y54,UK,2003,26.9
YR,T,Y55,UK,2003,26.0
YR,T,Y56,UK,2003,25.2
YR,T,Y57,UK,2003,24.3
YR,T,Y58,UK,2003,23.5
YR,T,Y59,UK,2003,22.6
YR,T,Y6,UK,2003,72.9
YR,T,Y60,UK,2003,21.8
YR,T,Y61,UK,2003,21.0
YR,T,Y62,UK,2003,20.2
YR,T,Y63,UK,2003,19.4
YR,T,Y64,UK,2003,18.6
YR,T,Y65,UK,2003,17.8
YR,T,Y66,UK,2003,17.0
YR,T,Y67,UK,2003,16.3
YR,T,Y68,UK,2003,15.5
YR,T,Y69,UK,2003,14.8
YR,T,Y7,UK,2003,71.9
YR,T,Y70,UK,2003,14.1
YR,T,Y71,UK,2003,13.4
YR,T,Y72,UK,2003,12.7
YR,T,Y73,UK,2003,12.1
YR,T,Y74,UK,2003,11.4
YR,T,Y75,UK,2003,10.8
YR,T,Y76,UK,2003,10.2
YR,T,Y77,UK,2003,9.7
YR,T,Y78,UK,2003,9.1
YR,T,Y79,UK,2003,8.6
YR,T,Y8,UK,2003,70.9
YR,T,Y80,UK,2003,8.1
YR,T,Y81,UK,2003,7.6
YR,T,Y82,UK,2003,7.1
YR,T,Y83,UK,2003,6.6
YR,T,Y84,UK,2003,6.2
YR,T,Y9,UK,2003,69.9
YR,T,Y_GE85,UK,2003,5.8
YR,T,Y_LT1,UK,2003,78.4
YR,F,Y1,UK,2002,79.9
YR,F,Y10,UK,2002,71.0
YR,F,Y11,UK,2002,70.1
YR,F,Y12,UK,2002,69.1
YR,F,Y13,UK,2002,68.1
YR,F,Y14,UK,2002,67.1
YR,F,Y15,UK,2002,66.1
YR,F,Y16,UK,2002,65.1
YR,F,Y17,UK,2002,64.1
YR,F,Y18,UK,2002,63.1
YR,F,Y19,UK,2002,62.1
YR,F,Y2,UK,2002,79.0
YR,F,Y20,UK,2002,61.2
YR,F,Y21,UK,2002,60.2
YR,F,Y22,UK,2002,59.2
YR,F,Y23,UK,2002,58.2
YR,F,Y24,UK,2002,57.2
YR,F,Y25,UK,2002,56.2
YR,F,Y26,UK,2002,55.3
YR,F,Y27,UK,2002,54.3
YR,F,Y28,UK,2002,53.3
YR,F,Y29,UK,2002,52.3
YR,F,Y3,UK,2002,78.0
YR,F,Y30,UK,2002,51.3
YR,F,Y31,UK,2002,50.4
YR,F,Y32,UK,2002,49.4
YR,F,Y33,UK,2002,48.4
YR,F,Y34,UK,2002,47.4
YR,F,Y35,UK,2002,46.5
YR,F,Y36,UK,2002,45.5
YR,F,Y37,UK,2002,44.5
YR,F,Y38,UK,2002,43.6
YR,F,Y39,UK,2002,42.6
YR,F,Y4,UK,2002,77.0
YR,F,Y40,UK,2002,41.6
YR,F,Y41,UK,2002,40.7
YR,F,Y42,UK,2002,39.7
YR,F,Y43,UK,2002,38.8
YR,F,Y44,UK,2002,37.8
YR,F,Y45,UK,2002,36.9
YR,F,Y46,UK,2002,35.9
YR,F,Y47,UK,2002,35.0
YR,F,Y48,UK,2002,34.1
YR,F,Y49,UK,2002,33.1
YR,F,Y5,UK,2002,76.0
YR,F,Y50,UK,2002,32.2
YR,F,Y51,UK,2002,31.3
YR,F,Y52,UK,2002,30.4
YR,F,Y53,UK,2002,29.5
YR,F,Y54,UK,2002,28.6
YR,F,Y55,UK,2002,27.7
YR,F,Y56,UK,2002,26.8
YR,F,Y57,UK,2002,25.9
YR,F,Y58,UK,2002,25.0
YR,F,Y59,UK,2002,24.2
YR,F,Y6,UK,2002,75.0
YR,F,Y60,UK,2002,23.3
YR,F,Y61,UK,2002,22.5
YR,F,Y62,UK,2002,21.6
YR,F,Y63,UK,2002,20.8
YR,F,Y64,UK,2002,20.0
YR,F,Y65,UK,2002,19.1
YR,F,Y66,UK,2002,18.3
YR,F,Y67,UK,2002,17.5
YR,F,Y68,UK,2002,16.8
YR,F,Y69,UK,2002,16.0
YR,F,Y7,UK,2002,74.0
YR,F,Y70,UK,2002,15.2
YR,F,Y71,UK,2002,14.5
YR,F,Y72,UK,2002,13.8
YR,F,Y73,UK,2002,13.1
YR,F,Y74,UK,2002,12.4
YR,F,Y75,UK,2002,11.7
YR,F,Y76,UK,2002,11.1
YR,F,Y77,UK,2002,10.5
YR,F,Y78,UK,2002,9.9
YR,F,Y79,UK,2002,9.3
YR,F,Y8,UK,2002,73.0
YR,F,Y80,UK,2002,8.7
YR,F,Y81,UK,2002,8.2
YR,F,Y82,UK,2002,7.7
YR,F,Y83,UK,2002,7.2
YR,F,Y84,UK,2002,6.7
YR,F,Y9,UK,2002,72.0
YR,F,Y_GE85,UK,2002,6.2
YR,F,Y_LT1,UK,2002,80.6
YR,M,Y1,UK,2002,75.4
YR,M,Y10,UK,2002,66.5
YR,M,Y11,UK,2002,65.5
YR,M,Y12,UK,2002,64.5
YR,M,Y13,UK,2002,63.6
YR,M,Y14,UK,2002,62.6
YR,M,Y15,UK,2002,61.6
YR,M,Y16,UK,2002,60.6
YR,M,Y17,UK,2002,59.6
YR,M,Y18,UK,2002,58.6
YR,M,Y19,UK,2002,57.7
YR,M,Y2,UK,2002,74.4
YR,M,Y20,UK,2002,56.7
YR,M,Y21,UK,2002,55.8
YR,M,Y22,UK,2002,54.8
YR,M,Y23,UK,2002,53.9
YR,M,Y24,UK,2002,52.9
YR,M,Y25,UK,2002,52.0
YR,M,Y26,UK,2002,51.0
YR,M,Y27,UK,2002,50.0
YR,M,Y28,UK,2002,49.1
YR,M,Y29,UK,2002,48.1
YR,M,Y3,UK,2002,73.5
YR,M,Y30,UK,2002,47.2
YR,M,Y31,UK,2002,46.2
YR,M,Y32,UK,2002,45.3
YR,M,Y33,UK,2002,44.3
YR,M,Y34,UK,2002,43.4
YR,M,Y35,UK,2002,42.4
YR,M,Y36,UK,2002,41.5
YR,M,Y37,UK,2002,40.5
YR,M,Y38,UK,2002,39.6
YR,M,Y39,UK,2002,38.6
YR,M,Y4,UK,2002,72.5
YR,M,Y40,UK,2002,37.7
YR,M,Y41,UK,2002,36.8
YR,M,Y42,UK,2002,35.8
YR,M,Y43,UK,2002,34.9
YR,M,Y44,UK,2002,34.0
YR,M,Y45,UK,2002,33.0
YR,M,Y46,UK,2002,32.1
YR,M,Y47,UK,2002,31.2
YR,M,Y48,UK,2002,30.3
YR,M,Y49,UK,2002,29.4
YR,M,Y5,UK,2002,71.5
YR,M,Y50,UK,2002,28.5
YR,M,Y51,UK,2002,27.6
YR,M,Y52,UK,2002,26.8
YR,M,Y53,UK,2002,25.9
YR,M,Y54,UK,2002,25.0
YR,M,Y55,UK,2002,24.1
YR,M,Y56,UK,2002,23.3
YR,M,Y57,UK,2002,22.4
YR,M,Y58,UK,2002,21.6
YR,M,Y59,UK,2002,20.8
YR,M,Y6,UK,2002,70.5
YR,M,Y60,UK,2002,20.0
YR,M,Y61,UK,2002,19.2
YR,M,Y62,UK,2002,18.4
YR,M,Y63,UK,2002,17.7
YR,M,Y64,UK,2002,16.9
YR,M,Y65,UK,2002,16.2
YR,M,Y66,UK,2002,15.4
YR,M,Y67,UK,2002,14.7
YR,M,Y68,UK,2002,14.0
YR,M,Y69,UK,2002,13.3
YR,M,Y7,UK,2002,69.5
YR,M,Y70,UK,2002,12.7
YR,M,Y71,UK,2002,12.0
YR,M,Y72,UK,2002,11.4
YR,M,Y73,UK,2002,10.8
YR,M,Y74,UK,2002,10.2
YR,M,Y75,UK,2002,9.7
YR,M,Y76,UK,2002,9.1
YR,M,Y77,UK,2002,8.6
YR,M,Y78,UK,2002,8.2
YR,M,Y79,UK,2002,7.7
YR,M,Y8,UK,2002,68.5
YR,M,Y80,UK,2002,7.2
YR,M,Y81,UK,2002,6.8
YR,M,Y82,UK,2002,6.4
YR,M,Y83,UK,2002,6.1
YR,M,Y84,UK,2002,5.6
YR,M,Y9,UK,2002,67.5
YR,M,Y_GE85,UK,2002,5.3
YR,M,Y_LT1,UK,2002,76.0
YR,T,Y1,UK,2002,77.7
YR,T,Y10,UK,2002,68.8
YR,T,Y11,UK,2002,67.9
YR,T,Y12,UK,2002,66.9
YR,T,Y13,UK,2002,65.9
YR,T,Y14,UK,2002,64.9
YR,T,Y15,UK,2002,63.9
YR,T,Y16,UK,2002,62.9
YR,T,Y17,UK,2002,61.9
YR,T,Y18,UK,2002,61.0
YR,T,Y19,UK,2002,60.0
YR,T,Y2,UK,2002,76.8
YR,T,Y20,UK,2002,59.0
YR,T,Y21,UK,2002,58.0
YR,T,Y22,UK,2002,57.1
YR,T,Y23,UK,2002,56.1
YR,T,Y24,UK,2002,55.1
YR,T,Y25,UK,2002,54.2
YR,T,Y26,UK,2002,53.2
YR,T,Y27,UK,2002,52.2
YR,T,Y28,UK,2002,51.3
YR,T,Y29,UK,2002,50.3
YR,T,Y3,UK,2002,75.8
YR,T,Y30,UK,2002,49.3
YR,T,Y31,UK,2002,48.4
YR,T,Y32,UK,2002,47.4
YR,T,Y33,UK,2002,46.4
YR,T,Y34,UK,2002,45.5
YR,T,Y35,UK,2002,44.5
YR,T,Y36,UK,2002,43.6
YR,T,Y37,UK,2002,42.6
YR,T,Y38,UK,2002,41.6
YR,T,Y39,UK,2002,40.7
YR,T,Y4,UK,2002,74.8
YR,T,Y40,UK,2002,39.7
YR,T,Y41,UK,2002,38.8
YR,T,Y42,UK,2002,37.8
YR,T,Y43,UK,2002,36.9
YR,T,Y44,UK,2002,36.0
YR,T,Y45,UK,2002,35.0
YR,T,Y46,UK,2002,34.1
YR,T,Y47,UK,2002,33.2
YR,T,Y48,UK,2002,32.3
YR,T,Y49,UK,2002,31.4
YR,T,Y5,UK,2002,73.8
YR,T,Y50,UK,2002,30.5
YR,T,Y51,UK,2002,29.6
YR,T,Y52,UK,2002,28.7
YR,T,Y53,UK,2002,27.8
YR,T,Y54,UK,2002,26.9
YR,T,Y55,UK,2002,26.0
YR,T,Y56,UK,2002,25.1
YR,T,Y57,UK,2002,24.3
YR,T,Y58,UK,2002,23.4
YR,T,Y59,UK,2002,22.6
YR,T,Y6,UK,2002,72.8
YR,T,Y60,UK,2002,21.8
YR,T,Y61,UK,2002,20.9
YR,T,Y62,UK,2002,20.1
YR,T,Y63,UK,2002,19.3
YR,T,Y64,UK,2002,18.6
YR,T,Y65,UK,2002,17.8
YR,T,Y66,UK,2002,17.0
YR,T,Y67,UK,2002,16.3
YR,T,Y68,UK,2002,15.5
YR,T,Y69,UK,2002,14.8
YR,T,Y7,UK,2002,71.8
YR,T,Y70,UK,2002,14.1
YR,T,Y71,UK,2002,13.4
YR,T,Y72,UK,2002,12.8
YR,T,Y73,UK,2002,12.1
YR,T,Y74,UK,2002,11.5
YR,T,Y75,UK,2002,10.9
YR,T,Y76,UK,2002,10.3
YR,T,Y77,UK,2002,9.7
YR,T,Y78,UK,2002,9.2
YR,T,Y79,UK,2002,8.7
YR,T,Y8,UK,2002,70.8
YR,T,Y80,UK,2002,8.2
YR,T,Y81,UK,2002,7.7
YR,T,Y82,UK,2002,7.2
YR,T,Y83,UK,2002,6.8
YR,T,Y84,UK,2002,6.3
YR,T,Y9,UK,2002,69.8
YR,T,Y_GE85,UK,2002,5.9
YR,T,Y_LT1,UK,2002,78.3
YR,F,Y1,UK,2001,79.9
YR,F,Y10,UK,2001,71.0
YR,F,Y11,UK,2001,70.0
YR,F,Y12,UK,2001,69.1
YR,F,Y13,UK,2001,68.1
YR,F,Y14,UK,2001,67.1
YR,F,Y15,UK,2001,66.1
YR,F,Y16,UK,2001,65.1
YR,F,Y17,UK,2001,64.1
YR,F,Y18,UK,2001,63.1
YR,F,Y19,UK,2001,62.1
YR,F,Y2,UK,2001,79.0
YR,F,Y20,UK,2001,61.2
YR,F,Y21,UK,2001,60.2
YR,F,Y22,UK,2001,59.2
YR,F,Y23,UK,2001,58.2
YR,F,Y24,UK,2001,57.2
YR,F,Y25,UK,2001,56.2
YR,F,Y26,UK,2001,55.3
YR,F,Y27,UK,2001,54.3
YR,F,Y28,UK,2001,53.3
YR,F,Y29,UK,2001,52.3
YR,F,Y3,UK,2001,78.0
YR,F,Y30,UK,2001,51.3
YR,F,Y31,UK,2001,50.4
YR,F,Y32,UK,2001,49.4
YR,F,Y33,UK,2001,48.4
YR,F,Y34,UK,2001,47.4
YR,F,Y35,UK,2001,46.5
